"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=cerapoda"
"Access Time","Fri 2017-02-03 21:14:25 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","cerapoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.154"
"Records Found","3991"
"Records Returned","3991"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1081394","occ","","","135741","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Early Maastrichtian","","70.6","66","43426"
"1081412","occ","","","135743","Hypacrosaurus altispinus","species","56406","","Hypacrosaurus altispinus","species","56406","Early Maastrichtian","","70.6","66","43426"
"1081685","occ","","","135809","Ornithopoda ? indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Early Cretaceous","","145","100.5","43455"
"1081719","occ","","","135811","n. gen. Xenoceratops n. sp. foremostensis","species","249799","","Xenoceratops foremostensis","species","249799","Middle Campanian","","83.5","70.6","43464"
"1086972","occ","","","59128","Camptosaurus n. sp. leedsi","species","64515","recombined as","Callovosaurus leedsi","species","64515","Middle Callovian","","164.7","161.2","14155"
"1086973","occ","27797","","59127","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Middle Callovian","","164.7","161.2","43605"
"1088261","occ","","","136754","Iguanodontia indet.","unranked clade","144577","","Iguanodontia","unranked clade","52805","Early Albian","","112.03","109","43728"
"1088262","occ","27967","","136754","n. gen. Proa n. sp. valdearinnoensis","species","253832","","Proa valdearinnoensis","species","253832","Early Albian","","112.03","109","44077"
"1088374","occ","","","136774","Iguanodon ? bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Late Berriasian","","145","140.2","43735"
"1092859","occ","","","137562","cf. Zephyrosaurus sp.","genus","38743","","Zephyrosaurus","genus","38743","Albian","","113","100.5","44000"
"1092925","occ","","","137567","cf. Zephyrosaurus sp.","genus","38743","","Zephyrosaurus","genus","38743","Aptian","Albian","125","100.5","44000"
"1092926","occ","","","137567","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","125","100.5","44000"
"1092991","occ","","","137577","cf. Zephyrosaurus sp.","genus","38743","","Zephyrosaurus","genus","38743","Aptian","Albian","125","100.5","44000"
"1093007","occ","","","137590","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Albian","Cenomanian","105.3","93.9","44003"
"1093008","occ","","","137590","Hypsilophodontidae indet.","family","38734","","Hypsilophodontidae","family","38734","Late Albian","Cenomanian","105.3","93.9","44003"
"1093087","occ","","","137607","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","","125","113","44000"
"1093128","occ","","","137617","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","125","100.5","44000"
"1093327","occ","","","137601","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","42536"
"1093338","occ","","","137704","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","42536"
"1093339","occ","","","137704","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Lancian","","70.6","66","42536"
"1093350","occ","","","137705","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Lancian","","70.6","66","42536"
"1093372","occ","","","137706","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","42536"
"1093373","occ","","","137706","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Lancian","","70.6","66","42536"
"1093386","occ","","","137707","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","42536"
"1093387","occ","","","137707","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Lancian","","70.6","66","42536"
"1093402","occ","","","137710","Triceratops sp.","genus","38862","","Triceratops","genus","38862","Lancian","","70.6","66","42536"
"1093403","occ","","","137710","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","42536"
"1093411","occ","","","137711","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","42536"
"1093421","occ","","","137712","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","42536"
"1093422","occ","","","137712","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Lancian","","70.6","66","42536"
"1093431","occ","","","137713","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","42536"
"1093432","occ","","","137713","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Lancian","","70.6","66","42536"
"1093453","occ","","","137715","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","42536"
"1093454","occ","","","137715","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Lancian","","70.6","66","42536"
"1093455","occ","","","137715","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Lancian","","70.6","66","42536"
"1093480","occ","","","137718","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","42536"
"1093498","occ","","","137720","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","42536"
"1093499","occ","","","137720","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","42536"
"1093522","occ","","","137724","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","42536"
"1093545","occ","","","137728","Triceratops sp.","genus","38862","","Triceratops","genus","38862","Lancian","","70.6","66","42536"
"1093546","occ","","","137728","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","42536"
"1093547","occ","","","137728","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Lancian","","70.6","66","42536"
"1093929","occ","","","55254","Hadrosauroidea indet.","superfamily","184951","","Hadrosauroidea","superfamily","52811","Cenomanian","Santonian","100.5","83.6","44099"
"1093936","occ","31108","","127666","Amtocephale gobiensis","species","267680","","Amtocephale gobiensis","species","267680","Cenomanian","Turonian","100.5","89.8","46741"
"1093937","occ","","","137858","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Cenomanian","Santonian","100.5","83.6","42289"
"1093941","occ","","","137859","Hadrosauroidea indet.","superfamily","184951","","Hadrosauroidea","superfamily","52811","Cenomanian","Santonian","100.5","83.6","44099"
"1093975","occ","","","55328","Psittacosaurus sp.","genus","38844","","Psittacosaurus","genus","38844","Middle Albian","Late Albian","109","99.6","42289"
"1094593","occ","","","56165","Hypsilophodontidae indet.","family","38734","","Hypsilophodontidae","family","38734","Kimmeridgian","Tithonian","157.3","145","44147"
"1095165","occ","","","138220","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","37768"
"1095295","occ","","","47059","n. gen. Trinisaura n. sp. santamartaensis","species","255010","","Trinisaura santamartaensis","species","255010","Late Campanian","","83.5","70.6","44203"
"1097035","occ","","F","138563","Ovaloolithus n. sp. utahensis","species","255756","","Ovaloolithus utahensis","species","255756","Maastrichtian","","72.1","66","13291"
"1097036","occ","","F","45722","Ovaloolithus utahensis","species","255756","","Ovaloolithus utahensis","species","255756","Maastrichtian","","72.1","66","13291"
"1097037","occ","","F","14599","Ovaloolithus utahensis","species","255756","","Ovaloolithus utahensis","species","255756","Lancian","","70.6","66","13291"
"1097038","occ","","F","138566","Ovaloolithus utahensis","species","255756","","Ovaloolithus utahensis","species","255756","Maastrichtian","","72.1","66","13291"
"1097039","occ","","F","138567","Ovaloolithus utahensis","species","255756","","Ovaloolithus utahensis","species","255756","Maastrichtian","","72.1","66","13291"
"1097040","occ","","F","138566","Ovaloolithus n. sp. tenuisus","species","255758","","Ovaloolithus tenuisus","species","255758","Maastrichtian","","72.1","66","13291"
"1097041","occ","","F","138567","Ovaloolithus tenuisus","species","255758","","Ovaloolithus tenuisus","species","255758","Maastrichtian","","72.1","66","13291"
"1097042","occ","","F","45721","Spheroolithus sp.","genus","67290","","Spheroolithus","genus","67290","Maastrichtian","","72.1","66","13291"
"1097043","occ","","F","45721","Spheroolithus indet.","genus","67290","","Spheroolithus","genus","67290","Maastrichtian","","72.1","66","13291"
"1099031","occ","","","138832","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Late Campanian","","83.5","70.6","44512"
"1099033","occ","","","138833","Lambeosaurini indet.","tribe","256489","","Lambeosaurini","tribe","256489","Early Maastrichtian","","70.6","66","44513"
"1099034","occ","","","138834","Lambeosaurini indet.","tribe","256489","","Lambeosaurini","tribe","256489","Early Maastrichtian","","70.6","66","44513"
"1099037","occ","31478","","138835","Parasaurolophus tubicen","species","64355","","Parasaurolophus tubicen","species","64355","Late Campanian","","83.5","70.6","55658"
"1100721","occ","","IF","138976","Anomoepus sp.","genus","67049","","Anomoepus","genus","67049","Early Hettangian","","201.3","196.5","35886"
"1104584","occ","","IF","139575","cf. Wintonopus sp.","genus","81250","","Wintonopus","genus","81250","Valanginian","","139.8","132.9","44866"
"1106460","occ","","","48864","Orthomerus transylvanicus","species","153273","recombined as","Telmatosaurus transsylvanicus","species","68153","Maastrichtian","","72.1","66","46006"
"1108324","occ","","","140241","""Hypsilophodontidae"" indet.","family","38734","","Hypsilophodontidae","family","38734","Late Campanian","","83.5","70.6","45319"
"1108357","occ","","","140257","Trachodontidae ? indet.","family","52931","subjective synonym of","Hadrosauridae","family","38755","Aalenian","Bajocian","174.1","168.3","45328"
"1108709","occ","","","106705","Hadrosauroidea indet.","superfamily","184951","","Hadrosauroidea","superfamily","52811","Maastrichtian","","72.1","66","45398"
"1109919","occ","","","28006","Mantellisaurus atherfieldensis","species","104635","","Mantellisaurus atherfieldensis","species","64255","Late Barremian","","130","125.45","45545"
"1112186","occ","","","140916","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","45731"
"1113002","occ","","","141185","Rhabdodon priscum","species","96110","recombined as","Rhabdodon priscus","species","96110","Late Maastrichtian","","70.6","66","45823"
"1113010","occ","","","141187","Rhabdodon priscum","species","96110","recombined as","Rhabdodon priscus","species","96110","Late Campanian","Early Maastrichtian","83.5","66","45823"
"1114388","occ","","","141263","Heterosaurus neocomiensis","species","67731","subjective synonym of","Mantellisaurus atherfieldensis","species","64255","Hauterivian","","132.9","129.4","45932"
"1114389","occ","","","141264","Iguanodon atherfieldensis","species","64255","recombined as","Mantellisaurus atherfieldensis","species","64255","Late Barremian","","130","125.45","45925"
"1116242","occ","","","48864","Rhabdodon priscum","species","96110","recombined as","Rhabdodon priscus","species","96110","Maastrichtian","","72.1","66","46006"
"1116645","occ","","","141601","Rhabdodon priscum","species","96110","recombined as","Rhabdodon priscus","species","96110","Late Campanian","","83.5","70.6","46006"
"1118907","occ","","","142093","Hypsilophodon sp.","genus","38736","","Hypsilophodon","genus","38736","Hauterivian","Barremian","132.9","125","46154"
"1118908","occ","","","142093","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Hauterivian","Barremian","132.9","125","46154"
"1123584","occ","","","142334","Dryosaurus altus","species","54253","","Dryosaurus altus","species","52882","Kimmeridgian","Tithonian","157.3","145","46207"
"1123586","occ","","","25141","Dryosaurus altus","species","54253","","Dryosaurus altus","species","52882","Kimmeridgian","Tithonian","157.3","145","46207"
"1123587","occ","","","142326","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Maastrichtian","","72.1","66","46207"
"1123590","occ","","","142328","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","12319"
"1123591","occ","","","21852","Ornithopoda ? indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Early Tithonian","","150.8","145","46207"
"1123608","occ","30581","","128560","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","12319"
"1123609","occ","28471","","128559","Edmontosaurus annectens","species","64305","","Edmontosaurus annectens","species","54239","Late Maastrichtian","","70.6","66","46207"
"1123610","occ","","","142326","Edmontosaurus sp.","genus","38761","","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","46207"
"1123611","occ","28475","","142375","Edmontosaurus sp.","genus","38761","","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","46207"
"1123612","occ","","","72143","Edmontosaurus sp.","genus","38761","","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","46207"
"1123613","occ","30579","","142376","Anatosaurus sp.","genus","38756","subjective synonym of","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","12319"
"1123618","occ","","","57918","Hadrosaurus minor ?","species","54434","nomen dubium","Hadrosauridae","family","38755","Early Campanian","","83.5","70.6","12319"
"1123619","occ","","","57918","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Early Campanian","","83.5","70.6","12319"
"1123621","occ","","","142378","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Santonian","","86.3","83.6","12319"
"1123622","occ","","","142379","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Santonian","","86.3","83.6","12319"
"1124380","occ","","","49238","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1124552","occ","","","142488","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","46255"
"1124553","occ","","","142488","Trachodon sp.","genus","52925","nomen dubium","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","46255"
"1124554","occ","","","142489","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","46255"
"1124562","occ","","","142493","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","46255"
"1124563","occ","","","142493","Trachodon sp.","genus","52925","nomen dubium","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","46255"
"1124572","occ","","","142495","Hadrosaurus n. sp. breviceps","species","63767","nomen dubium","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","10620"
"1124573","occ","","","142496","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Campanian","","83.6","72.1","12319"
"1124574","occ","31594","","142497","Gryposaurus n. sp. latidens","species","57630","","Gryposaurus latidens","species","57630","Late Santonian","Early Campanian","85.8","70.6","10628"
"1124575","occ","","","142498","Hypacrosaurus sp.","genus","56405","","Hypacrosaurus","genus","56405","Campanian","","83.6","72.1","12319"
"1124576","occ","","","142499","Procheneosaurus erectofrons","species","76809","subjective synonym of","Corythosaurus casuarius","species","56403","Campanian","","83.6","72.1","12319"
"1124577","occ","","","142506","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","12319"
"1124587","occ","","","52468","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Early Maastrichtian","","70.6","66","12319"
"1124588","occ","","","45876","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Early Maastrichtian","","70.6","66","12319"
"1124589","occ","","","64628","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1124592","occ","","","142326","Triceratops sp.","genus","38862","","Triceratops","genus","38862","Maastrichtian","","72.1","66","46207"
"1124593","occ","","","142325","Triceratops sp.","genus","38862","","Triceratops","genus","38862","Maastrichtian","","72.1","66","46207"
"1124594","occ","","","142326","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","46207"
"1124598","occ","","","142376","Triceratops sp.","genus","38862","","Triceratops","genus","38862","Maastrichtian","","72.1","66","53185"
"1124641","occ","","","142509","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","46207"
"1124642","occ","","","26766","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","46207"
"1124643","occ","30580","","142510","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","12319"
"1124644","occ","","","142511","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","46207"
"1124645","occ","30684","","142512","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","46207"
"1125677","occ","28499","","142753","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1125678","occ","","","142753","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","46330"
"1125680","occ","","","142510","Kritosaurus sp.","genus","53195","","Kritosaurus","genus","53195","Middle Campanian","Late Campanian","83.5","70.6","12319"
"1125681","occ","","","142754","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Aptian","Albian","125","100.5","12319"
"1125682","occ","","","48629","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Maastrichtian","","70.6","66","12319"
"1127205","occ","","","143007","Styracosaurus albertensis","species","56144","","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","46376"
"1127383","occ","","","143105","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Early Aptian","","125.45","122.46","46387"
"1130174","occ","","","26779","n. gen. Judiceratops n. sp. tigris","species","266208","","Judiceratops tigris","species","266208","Middle Campanian","","83.5","70.6","46503"
"1130852","occ","","","143830","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Aptian","","125","113","47964"
"1130858","occ","31475","","143831","Hadrosauroidea indet.","superfamily","184951","","Hadrosauroidea","superfamily","52811","Late Cretaceous","","100.5","66","55641"
"1134721","occ","","","68006","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","46717"
"1134734","occ","","","144509","Orodrominae indet.","subfamily","267487","","Orodrominae","subfamily","267487","Campanian","","83.6","72.1","46723"
"1134765","occ","","","144510","n. gen. Albertadromeus n. sp. syntarsus","species","267488","","Albertadromeus syntarsus","species","267488","Campanian","","83.6","72.1","46723"
"1134771","occ","","","14451","Orodrominae indet.","subfamily","267487","","Orodrominae","subfamily","267487","Judithian","","83.5","70.6","46723"
"1134782","occ","","","68003","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Late Campanian","","83.5","70.6","46717"
"1134861","occ","","","76714","Stegoceras novomexicanum","species","267681","","Stegoceras novomexicanum","species","267681","Late Campanian","","83.5","70.6","46742"
"1134862","occ","","","144518","n. gen. Stegoceras n. sp. novomexicanum","species","267681","","Stegoceras novomexicanum","species","267681","Campanian","","83.6","72.1","46742"
"1134863","occ","","","144519","n. gen. Stegoceras n. sp. novomexicanum","species","267681","","Stegoceras novomexicanum","species","267681","Campanian","","83.6","72.1","46742"
"1134864","occ","","","144520","Stegoceras novomexicanum","species","267681","","Stegoceras novomexicanum","species","267681","Late Campanian","","83.5","70.6","46742"
"1134933","occ","","","144535","n. gen. Yueosaurus n. sp. tiantaiensis","species","267715","","Yueosaurus tiantaiensis","species","267715","Albian","Cenomanian","113","93.9","46757"
"1135009","occ","","","125521","n. gen. Acrotholus n. sp. audeti","species","267729","","Acrotholus audeti","species","267729","Late Santonian","","85.8","83.5","46763"
"1139770","occ","","","80842","cf. Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Berriasian","","145","139.8","46977"
"1139773","occ","30787","","145241","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Berriasian","","145","139.8","54106"
"1139774","occ","30788","","145242","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Berriasian","","145","139.8","54106"
"1141920","occ","","","145482","n. gen. Bravoceratops n. sp. polyphemus","species","269817","","Bravoceratops polyphemus","species","269817","Late Campanian","Early Maastrichtian","83.5","66","47025"
"1145422","occ","","","145865","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Cenomanian","","100.5","93.9","47162"
"1145920","occ","","","145957","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Early Tithonian","","150.8","145","32165"
"1147417","occ","","","14655","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Lancian","","70.6","66","1535"
"1147419","occ","","","14655","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","1535"
"1147446","occ","","","146260","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Cenomanian","Late Turonian","100.5","89.3","47243"
"1147526","occ","31338","","146287","Iguanodontia indet.","unranked clade","144577","","Iguanodontia","unranked clade","52805","Early Barremian","","130","125.45","55476"
"1147751","occ","","IF","146329","cf. Iguanodontipus sp.","genus","81020","","Iguanodontipus","genus","81020","Barremian","","129.4","125","47272"
"1148780","occ","30893","","146536","Iguanodontia indet.","unranked clade","144577","","Iguanodontia","unranked clade","52805","Early Cretaceous","","145","100.5","54567"
"1149489","occ","","I","146639","Amblydactylus sp.","genus","68216","","Amblydactylus","genus","68216","Aptian","","125","113","47408"
"1149525","occ","","","146642","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Aptian","","122.46","112.03","47414"
"1149527","occ","","","146643","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Aptian","Early Albian","125","109","47414"
"1159286","occ","","","148949","Pararhabdodon isomensis","species","57426","species not entered","Pararhabdodon","genus","57426","Late Maastrichtian","","70.6","66","47749"
"1159287","occ","31223","","148951","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Late Maastrichtian","","70.6","66","55386"
"1159288","occ","31748","","148950","Hadrosauroidea indet.","superfamily","184951","","Hadrosauroidea","superfamily","52811","Late Maastrichtian","","70.6","66","56254"
"1159289","occ","","","148948","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Late Maastrichtian","","70.6","66","47749"
"1159290","occ","31482","","148952","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Late Maastrichtian","","70.6","66","54956"
"1159291","occ","31197","","148953","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Late Maastrichtian","","70.6","66","47749"
"1159293","occ","31617","","148954","Hadrosauroidea indet.","superfamily","184951","","Hadrosauroidea","superfamily","52811","Late Maastrichtian","","70.6","66","56054"
"1159294","occ","31724","","118194","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Late Maastrichtian","","70.6","66","47749"
"1163956","occ","","IF","56026","Moyenisauropus n. sp. natatilis","species","83159","recombined as","Anomoepus natatilis","species","83159","Hettangian","Sinemurian","201.3","190.8","30917"
"1163957","occ","","IF","56026","Moyenisauropus n. sp. dodai","species","83154","recombined as","Anomoepus dodai","species","83154","Hettangian","Sinemurian","201.3","190.8","30917"
"1163959","occ","","IF","56026","Moyenisauropus n. sp. longicauda","species","83157","recombined as","Anomoepus longicauda","species","83157","Hettangian","Sinemurian","201.3","190.8","30917"
"1163962","occ","","IF","84072","Moyenisauropus n. sp. levicauda","species","83158","","Moyenisauropus levicauda","species","83158","Hettangian","Sinemurian","201.3","190.8","30917"
"1163967","occ","","IF","84072","Masitisisauropezus n. sp. minutus","species","276188","recombined as","Anomoepus minutus","species","276188","Hettangian","Sinemurian","201.3","190.8","30917"
"1163968","occ","","IF","84072","n. gen. Masitisisauropodiscus n. sp. turdus","species","276191","recombined as","Anomoepus turda","species","276191","Hettangian","Sinemurian","201.3","190.8","30917"
"1163969","occ","","IF","84072","Masitisisauropodiscus n. sp. fringilla","species","276192","recombined as","Anomoepus fringilla","species","276192","Hettangian","Sinemurian","201.3","190.8","30917"
"1163972","occ","","IF","149701","Moyenisauropus vermivorus","species","83155","recombined as","Anomoepus vermivorus","species","83155","Hettangian","Sinemurian","201.3","190.8","30917"
"1163973","occ","","IF","149701","Moyenisauropus longicauda","species","83157","recombined as","Anomoepus longicauda","species","83157","Hettangian","Sinemurian","201.3","190.8","30917"
"1163974","occ","","IF","149702","Moyenisauropus cf. natator","species","52873","recombined as","Anomoepus natator","species","52873","Hettangian","Sinemurian","201.3","190.8","30917"
"1163976","occ","","IF","149703","Moyenisauropus natator","species","52873","recombined as","Anomoepus natator","species","52873","Hettangian","Sinemurian","201.3","190.8","30917"
"1163978","occ","","IF","149703","Moyenisauropus vermivorus","species","83155","recombined as","Anomoepus vermivorus","species","83155","Hettangian","Sinemurian","201.3","190.8","30917"
"1164016","occ","","","51859","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Kimmeridgian","","157.3","152.1","33897"
"1164026","occ","31712","","149729","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Late Barremian","","130","125.45","56191"
"1164034","occ","","","149733","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Late Campanian","","83.5","70.6","47964"
"1168342","occ","","","150366","Bolong yixianensis","species","173566","","Bolong yixianensis","species","173566","Early Cretaceous","","145","100.5","48107"
"1168354","occ","","","150367","Euhadrosauria indet.","unranked clade","68197","","Euhadrosauria","unranked clade","68197","Late Maastrichtian","","70.6","66","48109"
"1170976","occ","","","150883","Claosaurus sp.","genus","38759","","Claosaurus","genus","38759","Maastrichtian","","72.1","66","48207"
"1170977","occ","","","150883","Ceratopsidae ? indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","48207"
"1170981","occ","","","150884","Kritosaurus ? sp.","genus","53195","","Kritosaurus","genus","53195","Late Campanian","","83.5","70.6","12319"
"1170982","occ","","","150885","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Campanian","","83.6","72.1","12319"
"1170983","occ","","","62535","Kritosaurus sp.","genus","53195","","Kritosaurus","genus","53195","Late Campanian","","83.5","70.6","12319"
"1170985","occ","","","150887","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Cretaceous","","100.5","66","12319"
"1170986","occ","","","150889","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1170989","occ","29162","","150890","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1170990","occ","29161","","150891","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1170991","occ","29160","","150892","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1170992","occ","29159","","150893","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1170993","occ","29158","","150894","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1171001","occ","","","150893","Ceratopsia indet.","unranked clade","91121","","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","48210"
"1171003","occ","","","150893","Triceratops sp.","genus","38862","","Triceratops","genus","38862","Maastrichtian","","72.1","66","48210"
"1171004","occ","","","150892","Triceratops sp.","genus","38862","","Triceratops","genus","38862","Maastrichtian","","72.1","66","48210"
"1171013","occ","","","150890","Triceratops sp.","genus","38862","","Triceratops","genus","38862","Maastrichtian","","72.1","66","48210"
"1171019","occ","","","150896","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Campanian","","83.6","72.1","12319"
